Volilna enota,Volilni okraj,ID Volišča,Volišče,Latitude,Longitude
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,9,"Kulturni dom Melinci, Melinci 134",46.5693556,16.2362597
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,10,"Kulturna dvorana VGD Bogojina, Bogojina 10a",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,11,"Vaško gasilski dom Bukovnica, Bukovnica 10",46.69361,16.32556
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,12,"Vaško gasilski dom Filovci, Filovci 13",46.6639424,16.30294
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,13,"Večnamenska dvorana Ivanci, Ivanci 88",46.65972,16.2575
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,14,"Moravske Toplice I, Gasilski dom, Dolga ul. 63",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,15,"Moravske Toplice II, Gasilski dom, Dolga ul. 223",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,16,"Vaško gasilski dom Tešanovci, Tešanovci 32b",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,17,"Vaško-gasil. dom Mlajtinci-Lukačevci, Mlajtinci 35",46.66667,16.23333
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,18,"Vaško gasilski dom Suhi vrh, Suhi vrh 35",46.7154508,16.2557806
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,19,"Vaško gasilski dom Vučja gomila, Vučja Gomila 91",46.70194,16.28676
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,20,"Bakovci I, Vaški dom, Bakovci, Partizanska ul. 38",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,21,"Bakovci II, Vaški dom,Bakovci,Partizanska ul. 38",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,22,"Zadružni dom Černelavci, Zadružna ul. 5",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,23,"Večnamenska dvorana Pušča, Ulica ob kapelici 63",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,24,"Stara šola Kupšinci, Kupšinci 49",46.67361,16.11972
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,25,"Gasilski dom Polana, Polana 12a",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,26,"Gasilski dom Veščica, Veščica 25",46.66667,16.13333
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,27,"Vaški dom Rakičan, Rakičan, Zvezna ul. 4",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,28,"MČ CENTER I, PIŠK M.Sobota, Zvezna ulica 10",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,29,"MČ CENTER II, PIŠK M.Sobota, Zvezna ulica 10",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,30,"MČ CENTER III, LU M.Sobota, Slomškova ulica 33",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,31,"MČ CENTER IV, LU M.Sobota, Slomškova ulica 33",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,32,"MČ Ledava I,Zavarovalnica Triglav,Lendavska ul.5 ",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,33,"MČ Ledava II,Zavarovalnica Triglav,Lendavska ul.5",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,34,"MČ PARK I, OŠ I M.Sobota, Ul. Štefana Kovača 32",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,35,"MČ PARK II, OŠ I M.Sobota, Ul. Štefana Kovača 32",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,36,"MČ PARTIZAN I,OŠ III M.Sobota,Trstenjakova u.73",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,37,"MČ PARTIZAN II, OŠ III,M.Sobota,Trstenjakova u.73",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,38,"MČ TUROPOLJE I, OŠ II, M.Sobota,Cankarjeva ul. 91",,
VE 8000 - PTUJ,VO 8005 - MURSKA SOBOTA 2,39,"MČ TUROPOLJE II, OŠ II M.Sobota,Cankarjeva ul. 91",,
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,1,"Gasilski dom PODGORJE, Podgorje 9b",,
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,2,"Osnovna šola STOGOVCI, Stogovci 33",46.3484754,15.7349247
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,3,"Vaško gasilski dom ŽEPOVCI, Žepovci 82",46.69417,15.86972
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,4,"Kulturni dom APAČE, Apače 36",46.69722,15.91056
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,5,"Gasilski dom LEŠANE, Lešane 32a",,
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,6,"Gasilski dom LUTVERCI, Lutverci 47",46.68333,15.95
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,7,"Dom občanov SPODNJA ŠČAVNICA, Sp.Ščavnica 19b",,
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,8,"Gasilski dom ČREŠNJEVCI, Črešnjevci 116",46.65472,15.99583
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,9,"Gasilski dom ZBIGOVCI, Zbigovci 26",46.64684,15.9678
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,10,"Osnovna šola G. RADGONA, Prežihova ul. 1 - VHOD1",,
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,11,"Osnovna šola G. RADGONA, Prežihova ul. 1 - VHOD3",,
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,12,"Pomurski sejem GORNJA RADGONA, Cesta na stadion 2",46.6748014,15.9967042
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,13,"Kulturni dom GORNJA RADGONA, Partizanska c.11",,
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,14,"Gasilski dom GORNJA RADGONA, Gasilska c.2",46.48861,15.08361
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,15,"Gasilski dom SPODNJI IVANJCI, Spodnji Ivanjci 17",46.59556,15.98139
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,16,"Gasilski dom NEGOVA, Negova 9",46.60944,15.93889
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,17,Gasilski dom IVANJŠEVCI OB ŠČ. Ivanjševci ob Šč.9,,
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,18,"Vrtec RADENCI, Titova c. 1",46.6453393,16.0390479
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,19,"Osnovna šola RADENCI, Radgonska c. 10",,
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,20,"OBČINA RADENCI, Radgonska cesta 9g",,
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,21,"Gasilsko vaški dom HRASTJE MOTA, Hrastje Mota 36a",,
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,22,"Gasilski dom HRAŠENSKI VRH, Hrašenski Vrh 13",46.60891,16.05721
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,23,"Osnovna šola KAPELA, Kapelski Vrh 95",46.6189854,16.036232
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,24,"Gasilski dom OKOSLAVCI, Okoslavci 63a",,
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,25,"Sv. JURIJ OB ŠČ., Bratka Krefta 14 - Stara občina",45.90917,14.96222
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,26,"Gasilski dom ROŽIČKI VRH, Rožički Vrh 54",46.59563,16.04363
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,27,"Gasilski dom SLAPTINCI, Slaptinci 15a",,
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,28,"Gasilski dom STARA GORA, Stara Gora 12b",,
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,29,"Gasilski dom SOVJAK, Sovjak 33a",,
VE 8000 - PTUJ,VO 8006 - GORNJA RADGONA,30,"Gasilski dom BOLEHNEČICI, Bolehnečici 4a",,
